invoiceid,customerid,invoicedate,billingaddress,billingcity,billingstate,billingcountry,billingpostalcode,total,last_update
2976,381,2018-03-04 00:00:00+00,1427 A Corua (La Corua) Place,Tel Aviv-Jaffa,,Japan,031EN-88,3.96,2023-01-04 12:05:44.742494+00
2977,333,2018-01-22 00:00:00+00,1152 al-Qatif Lane,Iwatsuki,,French Polynesia,383OS-46,1.98,2023-01-04 12:05:44.743727+00
2978,121,2021-09-05 00:00:00+00,1920 Weifang Avenue,Ezhou,,"Congo, The Democratic Republic of the",324AN-12,4.95,2023-01-04 12:05:44.745145+00
2979,531,2020-05-03 00:00:00+00,1014 Loja Manor,Ponce,,Italy,707UR-87,2.97,2023-01-04 12:05:44.746396+00
2980,409,2018-08-10 00:00:00+00,117 Boa Vista Way,Salamanca,,China,267GN-90,1.98,2023-01-04 12:05:44.747971+00
2981,296,2020-09-23 00:00:00+00,596 Huixquilucan Place,Touliu,,Russian Federation,763ES-105,3.96,2023-01-04 12:05:44.749353+00
2982,282,2018-12-27 00:00:00+00,1926 El Alto Avenue,Oshawa,,China,891UA-73,2.97,2023-01-04 12:05:44.750443+00
2983,439,2019-07-10 00:00:00+00,1378 Alvorada Avenue,Caracas,,Puerto Rico,4810YL-13,0.99,2023-01-04 12:05:44.7515+00
2984,466,2022-02-20 00:00:00+00,447 Surakarta Loop,Syrakusa,,Russian Federation,078AL-04,2.97,2023-01-04 12:05:44.752547+00
2985,167,2018-02-19 00:00:00+00,586 Tete Way,Zaoyang,,United Kingdom,939EO-15,2.97,2023-01-04 12:05:44.753553+00
2986,595,2020-01-16 00:00:00+00,1215 Pyongyang Parkway,Fuyu,,India,238RE-13,1.98,2023-01-04 12:05:44.754575+00
2987,451,2018-08-01 00:00:00+00,1308 Sumy Loop,Mandi Bahauddin,,Turkey,908ON-64,2.97,2023-01-04 12:05:44.755608+00
2988,407,2021-08-25 00:00:00+00,990 Etawah Loop,Qomsheh,,Mexico,145ER-90,5.94,2023-01-04 12:05:44.757239+00
2989,571,2019-06-20 00:00:00+00,588 Vila Velha Manor,Callao,,Bangladesh,694AU-69,2.97,2023-01-04 12:05:44.759154+00
2990,218,2019-05-16 00:00:00+00,166 Jinchang Street,Ondo,,Brazil,610OR-97,1.98,2023-01-04 12:05:44.760267+00
2991,278,2018-02-26 00:00:00+00,600 Purnea (Purnia) Avenue,Gingoog,,Turkey,196RA-95,4.96,2023-01-04 12:05:44.761309+00
2992,112,2020-04-03 00:00:00+00,1888 Kabul Drive,Pathankot,,Mexico,331LE-19,5.94,2023-01-04 12:05:44.762357+00
2993,118,2019-12-15 00:00:00+00,368 Hunuco Boulevard,Shubra al-Khayma,,Russian Federation,370EN-59,0.99,2023-01-04 12:05:44.763657+00
2994,448,2018-07-02 00:00:00+00,1217 Konotop Avenue,Tartu,,Brunei,676AR-44,2.97,2023-01-04 12:05:44.765306+00
2995,118,2022-09-21 00:00:00+00,124 al-Manama Way,Nuuk,,India,696AT-91,2.97,2023-01-04 12:05:44.766485+00
2996,262,2019-06-17 00:00:00+00,1049 Matamoros Parkway,Botosani,,Japan,521AM-46,3.96,2023-01-04 12:05:44.767549+00
2997,123,2019-12-05 00:00:00+00,1658 Jastrzebie-Zdrj Loop,Daxian,,India,347AE-58,2.97,2023-01-04 12:05:44.768581+00
2998,291,2019-11-05 00:00:00+00,1658 Jastrzebie-Zdrj Loop,Balikesir,,Azerbaijan,366RA-69,0.99,2023-01-04 12:05:44.769615+00
2999,231,2022-06-03 00:00:00+00,954 Kimchon Place,Moscow,,Mexico,398OE-36,2.97,2023-01-04 12:05:44.770651+00
3000,597,2018-11-10 00:00:00+00,397 Sunnyvale Avenue,Apeldoorn,,Ukraine,054IO-73,1.98,2023-01-04 12:05:44.771649+00
3001,216,2021-10-03 00:00:00+00,1823 Hoshiarpur Lane,Valparai,,Brazil,394IV-35,2.97,2023-01-04 12:05:44.773724+00
3002,161,2021-07-01 00:00:00+00,605 Rio Claro Parkway,Laohekou,,China,153RY-46,1.98,2023-01-04 12:05:44.774942+00
3003,515,2022-12-02 00:00:00+00,503 Sogamoso Loop,Talavera,,Poland,748LM-86,2.97,2023-01-04 12:05:44.776369+00
3004,349,2022-06-10 00:00:00+00,1016 Iwakuni Street,Simferopol,,Brazil,267UD-38,0.99,2023-01-04 12:05:44.777576+00
3005,562,2020-03-15 00:00:00+00,1485 Bratislava Place,Beira,,India,7810AM-46,1.98,2023-01-04 12:05:44.778616+00
3006,443,2021-09-13 00:00:00+00,1309 Weifang Street,Dos Quebradas,,United States,1083ES-11,2.97,2023-01-04 12:05:44.779687+00
3007,395,2022-09-06 00:00:00+00,936 Salzburg Lane,Yantai,,United Kingdom,975HA-44,3.96,2023-01-04 12:05:44.780678+00
3008,371,2021-05-09 00:00:00+00,1586 Guaruj Place,Taizz,,United States,8210AM-410,10.9,2023-01-04 12:05:44.782067+00
3009,307,2021-04-02 00:00:00+00,692 Amroha Drive,Halifax,,"Virgin Islands, U.S.",743EC-45,3.96,2023-01-04 12:05:44.78315+00
3010,498,2020-10-04 00:00:00+00,76 Kermanshah Manor,Funafuti,,Indonesia,231AT-74,2.97,2023-01-04 12:05:44.784177+00
3011,563,2021-09-30 00:00:00+00,1245 Ibirit Way,Datong,,Japan,928AC-36,1.98,2023-01-04 12:05:44.785227+00
3012,285,2018-06-04 00:00:00+00,1175 Tanauan Way,Pemalang,,Netherlands,565AL-104,2.97,2023-01-04 12:05:44.786267+00
3013,268,2020-02-23 00:00:00+00,483 Ljubertsy Parkway,Donostia-San Sebastin,,Bolivia,088EN-29,4.95,2023-01-04 12:05:44.787274+00
3014,272,2020-09-07 00:00:00+00,1658 Cuman Loop,Atinsk,,Switzerland,707DG-64,1.98,2023-01-04 12:05:44.789518+00
3015,120,2020-02-23 00:00:00+00,320 Baiyin Parkway,Ponce,,Ukraine,331TA-04,0.99,2023-01-04 12:05:44.790695+00
3016,425,2018-07-07 00:00:00+00,60 Poos de Caldas Street,Bern,,India,119EN-59,3.96,2023-01-04 12:05:44.791787+00
3017,568,2020-01-14 00:00:00+00,1447 Chatsworth Place,al-Qatif,,China,9310LE-91,2.97,2023-01-04 12:05:44.792861+00
3018,548,2019-01-27 00:00:00+00,1831 Nam Dinh Loop,Goinia,,India,488AZ-00,2.97,2023-01-04 12:05:44.793924+00
3019,560,2018-10-02 00:00:00+00,1485 Bratislava Place,Sungai Petani,,India,846NN-36,4.95,2023-01-04 12:05:44.794951+00
3020,598,2022-11-02 00:00:00+00,1836 Korla Parkway,Merlo,,China,580AU-06,8.92,2023-01-04 12:05:44.796008+00
3021,456,2019-02-21 00:00:00+00,1926 Gingoog Street,Tabora,,Egypt,223AR-36,2.97,2023-01-04 12:05:44.797528+00
3022,277,2021-11-10 00:00:00+00,1673 Tangail Drive,Xinxiang,,Philippines,703ER-59,1.98,2023-01-04 12:05:44.799024+00
3023,506,2022-02-21 00:00:00+00,1287 Xiangfan Boulevard,Hagonoy,,Saudi Arabia,326OR-39,4.95,2023-01-04 12:05:44.800142+00
3024,140,2018-02-03 00:00:00+00,140 Chiayi Parkway,Sumqayit,,Anguilla,1014AR-59,3.96,2023-01-04 12:05:44.801211+00
3025,519,2021-12-19 00:00:00+00,1145 Vilnius Manor,Boksburg,,Venezuela,763ES-105,2.97,2023-01-04 12:05:44.802281+00
3026,248,2019-09-22 00:00:00+00,591 Sungai Petani Drive,Brest,,South Korea,733HR-102,0.99,2023-01-04 12:05:44.803762+00
3027,486,2020-10-29 00:00:00+00,1760 Oshawa Manor,Roanoke,,Canada,326AT-88,5.95,2023-01-04 12:05:44.805566+00
3028,355,2022-05-13 00:00:00+00,661 Chisinau Lane,Tychy,,Algeria,1091IM-07,1.98,2023-01-04 12:05:44.80706+00
3029,410,2019-10-27 00:00:00+00,259 Ipoh Drive,Valle de la Pascua,,Mexico,9210RT-90,2.98,2023-01-04 12:05:44.808484+00
3030,156,2021-10-08 00:00:00+00,1740 Le Mans Loop,Sharja,,India,225OL-27,2.97,2023-01-04 12:05:44.809734+00
3031,595,2018-12-23 00:00:00+00,1149 A Corua (La Corua) Boulevard,Ruse,,Egypt,817OU-30,3.96,2023-01-04 12:05:44.810831+00
3032,543,2022-03-01 00:00:00+00,374 Bat Yam Boulevard,Kimchon,,Malaysia,849UC-31,1.98,2023-01-04 12:05:44.811875+00
3033,553,2021-09-12 00:00:00+00,915 Ponce Place,Jedda,,Russian Federation,947LA-310,2.98,2023-01-04 12:05:44.813038+00
3034,140,2020-01-22 00:00:00+00,1888 Kabul Drive,Ourense (Orense),,Ukraine,044RI-34,2.97,2023-01-04 12:05:44.814028+00
3035,443,2021-03-18 00:00:00+00,1191 Tandil Drive,Probolinggo,,Mozambique,245RI-29,4.95,2023-01-04 12:05:44.815168+00
3036,165,2020-09-04 00:00:00+00,605 Rio Claro Parkway,Cavite,,India,895EV-74,1.98,2023-01-04 12:05:44.816232+00
3037,529,2019-08-26 00:00:00+00,1416 San Juan Bautista Tuxtepec Avenue,Stara Zagora,,Peru,383LA-09,2.98,2023-01-04 12:05:44.817279+00
3038,407,2022-08-10 00:00:00+00,381 Kabul Way,Blumenau,,Switzerland,038UN-86,4.95,2023-01-04 12:05:44.818325+00
3039,154,2018-06-19 00:00:00+00,832 Nakhon Sawan Manor,Owo,,Vietnam,843AL-910,3.96,2023-01-04 12:05:44.820584+00
3040,346,2018-07-16 00:00:00+00,500 Lincoln Parkway,Zapopan,,South Africa,578AR-29,4.95,2023-01-04 12:05:44.821783+00
3041,466,2021-09-26 00:00:00+00,51 Laredo Avenue,Soshanguve,,China,223EO-102,6.93,2023-01-04 12:05:44.822863+00
3042,329,2021-03-15 00:00:00+00,64 Korla Street,Kowloon and New Kowloon,,Japan,988IC-94,1.99,2023-01-04 12:05:44.82396+00
3043,178,2018-02-24 00:00:00+00,519 Nyeri Manor,Belm,,Mexico,632EL-11,3.96,2023-01-04 12:05:44.824999+00
3044,127,2020-03-18 00:00:00+00,1836 Korla Parkway,Moscow,,Mexico,146AR-36,2.97,2023-01-04 12:05:44.826072+00
3045,229,2018-04-08 00:00:00+00,1257 Guadalajara Street,Kalisz,,United States,841HR-34,3.96,2023-01-04 12:05:44.827162+00
3046,213,2022-08-09 00:00:00+00,1551 Rampur Lane,Hodeida,,India,908AR-36,3.97,2023-01-04 12:05:44.828205+00
3047,453,2019-04-19 00:00:00+00,1155 Liaocheng Place,Ocumare del Tuy,,India,970SH-103,3.96,2023-01-04 12:05:44.829331+00
3048,132,2020-06-23 00:00:00+00,1848 Salala Boulevard,Nagaon,,India,582AR-01,3.96,2023-01-04 12:05:44.830863+00
3049,386,2019-03-12 00:00:00+00,1957 Yantai Lane,Tianjin,,China,169ED-19,1.99,2023-01-04 12:05:44.832212+00
3050,170,2020-11-10 00:00:00+00,1668 Saint Louis Place,Kolpino,,Kenya,834AR-26,2.98,2023-01-04 12:05:44.833304+00
3051,308,2019-08-27 00:00:00+00,1936 Cuman Avenue,Batman,,Switzerland,605LV-19,3.97,2023-01-04 12:05:44.834523+00
3052,360,2018-06-30 00:00:00+00,1740 Le Mans Loop,Tegal,,United States,507RI-71,2.97,2023-01-04 12:05:44.836325+00
3053,430,2019-03-20 00:00:00+00,319 Springs Loop,Sungai Petani,,Italy,638AT-100,5.94,2023-01-04 12:05:44.837491+00
3054,179,2021-08-22 00:00:00+00,922 Vila Velha Loop,Hoshiarpur,,Brazil,711AN-81,3.96,2023-01-04 12:05:44.838879+00
3055,100,2020-07-02 00:00:00+00,1666 Qomsheh Drive,Sumqayit,,United States,908AR-20,8.91,2023-01-04 12:05:44.840099+00
3056,131,2020-07-01 00:00:00+00,1124 Buenaventura Drive,guas Lindas de Gois,,Latvia,1056AC-108,2.97,2023-01-04 12:05:44.841161+00
3057,470,2020-09-17 00:00:00+00,1675 Xiangfan Manor,Namibe,,Mexico,331AU-25,2.97,2023-01-04 12:05:44.8422+00
3058,512,2022-07-31 00:00:00+00,1778 Gijn Manor,Bchar,,Japan,1028OM-67,1.98,2023-01-04 12:05:44.843241+00
3059,383,2018-12-15 00:00:00+00,259 Ipoh Drive,Baku,,Turkmenistan,398OR-97,1.98,2023-01-04 12:05:44.844272+00
3060,155,2022-10-14 00:00:00+00,1135 Izumisano Parkway,Dzerzinsk,,Malaysia,293AT-65,3.97,2023-01-04 12:05:44.845319+00
3061,475,2019-08-04 00:00:00+00,1618 Olomouc Manor,Lengshuijiang,,China,970SH-103,4.95,2023-01-04 12:05:44.846415+00
3062,308,2022-03-21 00:00:00+00,259 Ipoh Drive,Arecibo,,Philippines,898IC-10,3.97,2023-01-04 12:05:44.847788+00
3063,427,2018-09-13 00:00:00+00,1168 Najafabad Parkway,Firozabad,,United States,858UL-23,2.97,2023-01-04 12:05:44.848932+00
3064,317,2022-03-26 00:00:00+00,1944 Bamenda Way,Tegal,,North Korea,701AT-65,4.95,2023-01-04 12:05:44.851267+00
3065,232,2020-01-21 00:00:00+00,114 Jalib al-Shuyukh Manor,Mannheim,,Russian Federation,118ER-74,1.98,2023-01-04 12:05:44.85254+00
3066,297,2021-08-05 00:00:00+00,1440 Compton Place,Mandi Bahauddin,,United Kingdom,553IN-17,1.98,2023-01-04 12:05:44.853905+00
3067,510,2019-07-27 00:00:00+00,89 Allappuzha (Alleppey) Manor,Ljubertsy,,United States,224AC-88,1.98,2023-01-04 12:05:44.855429+00
3068,348,2022-03-17 00:00:00+00,1947 Poos de Caldas Boulevard,Daugavpils,,China,772AR-33,2.97,2023-01-04 12:05:44.856491+00
3069,292,2018-02-04 00:00:00+00,1587 Loja Manor,Roanoke,,United States,632EA-37,5.95,2023-01-04 12:05:44.857595+00
3070,600,2020-03-29 00:00:00+00,201 Effon-Alaiye Way,Brindisi,,China,271RI-60,0.99,2023-01-04 12:05:44.858622+00
3071,564,2018-03-12 00:00:00+00,316 Uruapan Street,Oshawa,,Netherlands,612OB-44,3.96,2023-01-04 12:05:44.859666+00
3072,483,2019-01-09 00:00:00+00,1838 Tabriz Lane,Linz,,Puerto Rico,218AL-510,4.96,2023-01-04 12:05:44.860728+00
3073,322,2021-04-09 00:00:00+00,381 Kabul Way,Ilorin,,Venezuela,858UL-23,5.94,2023-01-04 12:05:44.861765+00
3074,401,2021-11-07 00:00:00+00,1153 Allende Way,Graz,,Argentina,239AT-87,3.96,2023-01-04 12:05:44.862924+00
3075,335,2020-07-06 00:00:00+00,1967 Sincelejo Place,Pudukkottai,,United Kingdom,9104LO-49,4.95,2023-01-04 12:05:44.864532+00
3076,265,2018-09-27 00:00:00+00,1150 Kimchon Manor,Klerksdorp,,Japan,688AY-61,1.98,2023-01-04 12:05:44.865982+00
3077,431,2022-11-24 00:00:00+00,949 Allende Lane,Syktyvkar,,Sudan,569HA-23,3.96,2023-01-04 12:05:44.867903+00
3078,142,2020-08-03 00:00:00+00,454 Patiala Lane,Bergamo,,China,934ER-07,2.97,2023-01-04 12:05:44.869072+00
3079,373,2020-04-14 00:00:00+00,1114 Liepaja Street,Mandaluyong,,Tanzania,4810YL-13,0.99,2023-01-04 12:05:44.870461+00
3080,250,2019-03-14 00:00:00+00,958 Sagamihara Lane,Gatineau,,Turkey,253EA-17,2.97,2023-01-04 12:05:44.871673+00
3081,324,2020-08-12 00:00:00+00,1831 Nam Dinh Loop,Santa Brbara dOeste,,Vietnam,383LA-09,3.96,2023-01-04 12:05:44.872742+00
3082,292,2022-08-31 00:00:00+00,1740 Portoviejo Avenue,Yantai,,Czech Republic,934ER-07,1.98,2023-01-04 12:05:44.873747+00
3083,276,2020-10-03 00:00:00+00,1752 So Leopoldo Parkway,Merlo,,India,701AT-65,4.95,2023-01-04 12:05:44.874792+00
3084,311,2020-01-22 00:00:00+00,898 Jining Lane,Ivanovo,,Russian Federation,699ON-48,4.95,2023-01-04 12:05:44.87582+00
3085,153,2021-07-20 00:00:00+00,1135 Izumisano Parkway,Joliet,,India,224AC-88,0.99,2023-01-04 12:05:44.87684+00
3086,511,2020-11-27 00:00:00+00,514 Ife Way,Ashgabat,,Nigeria,964AR-40,5.94,2023-01-04 12:05:44.877857+00
3087,124,2018-10-18 00:00:00+00,1031 Daugavpils Parkway,Qalyub,,South Africa,146AR-36,1.98,2023-01-04 12:05:44.878866+00
3088,530,2022-04-30 00:00:00+00,1386 Yangor Avenue,Bchar,,Israel,694AU-69,2.97,2023-01-04 12:05:44.880158+00
3089,119,2018-05-23 00:00:00+00,808 Naala-Porto Parkway,Simferopol,,United States,672MI-47,1.98,2023-01-04 12:05:44.881883+00
3090,143,2022-09-27 00:00:00+00,1378 Beira Loop,Atlixco,,Japan,1044HE-12,2.97,2023-01-04 12:05:44.883849+00
3091,147,2019-09-24 00:00:00+00,1245 Ibirit Way,York,,Finland,502US-48,2.97,2023-01-04 12:05:44.885928+00
3092,157,2021-08-18 00:00:00+00,43 Dadu Avenue,Allappuzha (Alleppey),,American Samoa,145ER-90,1.99,2023-01-04 12:05:44.887079+00
3093,187,2022-07-28 00:00:00+00,587 Benguela Manor,Qalyub,,Tunisia,7110IT-25,3.96,2023-01-04 12:05:44.888196+00
3094,166,2020-07-10 00:00:00+00,1124 Buenaventura Drive,Dundee,,Saint Vincent and the Grenadines,182DW-74,4.96,2023-01-04 12:05:44.889258+00
3095,242,2018-09-07 00:00:00+00,981 Kumbakonam Place,Cianjur,,Romania,153OB-41,2.97,2023-01-04 12:05:44.890307+00
3096,152,2021-11-14 00:00:00+00,1762 Paarl Parkway,Lilongwe,,United States,241AR-19,4.95,2023-01-04 12:05:44.891367+00
3097,412,2018-01-30 00:00:00+00,41 El Alto Parkway,Lapu-Lapu,,Japan,10110LO-66,2.97,2023-01-04 12:05:44.892443+00
3098,549,2019-06-18 00:00:00+00,1908 Gaziantep Place,Santiago de los Caballeros,,Malaysia,264AY-106,1.98,2023-01-04 12:05:44.893506+00
3099,327,2022-01-05 00:00:00+00,85 San Felipe de Puerto Plata Drive,Asuncin,,India,713DI-37,2.97,2023-01-04 12:05:44.894566+00
3100,149,2021-11-14 00:00:00+00,984 Novoterkassk Loop,Monywa,,Italy,361EN-66,1.98,2023-01-04 12:05:44.895663+00
3101,399,2021-09-20 00:00:00+00,207 Cuernavaca Loop,Mukateve,,Angola,860UI-57,2.97,2023-01-04 12:05:44.898619+00
3102,193,2018-03-29 00:00:00+00,1333 Haldia Street,Tychy,,United States,1059LA-56,3.96,2023-01-04 12:05:44.900132+00
3103,456,2018-09-05 00:00:00+00,430 Alessandria Loop,Tiefa,,Netherlands,281LE-22,2.97,2023-01-04 12:05:44.901304+00
3104,546,2021-10-24 00:00:00+00,127 Iwakuni Boulevard,Kirovo-Tepetsk,,Canada,473AR-35,2.97,2023-01-04 12:05:44.902729+00
3105,278,2019-07-03 00:00:00+00,1322 Mosul Parkway,Ivanovo,,Japan,352IN-64,5.94,2023-01-04 12:05:44.903926+00
3106,353,2020-09-21 00:00:00+00,1542 Lubumbashi Boulevard,Funafuti,,China,119EN-59,5.94,2023-01-04 12:05:44.904981+00
3107,200,2020-04-05 00:00:00+00,421 Yaound Street,Uttarpara-Kotrung,,Yemen,398OE-36,1.98,2023-01-04 12:05:44.906035+00
3108,339,2019-08-24 00:00:00+00,1623 Baha Blanca Manor,Qalyub,,Russian Federation,263MM-110,1.98,2023-01-04 12:05:44.907077+00
3109,235,2022-09-15 00:00:00+00,85 San Felipe de Puerto Plata Drive,guas Lindas de Gois,,Chile,724NA-010,2.97,2023-01-04 12:05:44.908094+00
3110,436,2019-02-25 00:00:00+00,927 Barcelona Street,Hubli-Dharwad,,Venezuela,724NA-010,3.96,2023-01-04 12:05:44.909161+00
3111,230,2020-04-10 00:00:00+00,1912 Allende Manor,Soshanguve,,Russian Federation,571IC-97,2.97,2023-01-04 12:05:44.910225+00
3112,340,2022-01-03 00:00:00+00,1658 Jastrzebie-Zdrj Loop,Nakhon Sawan,,China,488AZ-00,0.99,2023-01-04 12:05:44.911323+00
3113,160,2019-09-20 00:00:00+00,331 Bydgoszcz Parkway,Talavera,,United States,069EO-80,4.96,2023-01-04 12:05:44.912416+00
3114,575,2020-05-25 00:00:00+00,514 Ife Way,Aparecida de Goinia,,Ecuador,868YN-31,2.97,2023-01-04 12:05:44.915717+00
3115,536,2018-06-05 00:00:00+00,1949 Sanya Street,Sharja,,Mexico,2105ER-86,2.97,2023-01-04 12:05:44.917142+00
3116,482,2019-02-08 00:00:00+00,600 Bradford Street,Vancouver,,India,707DG-64,6.94,2023-01-04 12:05:44.918221+00
3117,309,2022-08-22 00:00:00+00,906 Goinia Way,Kolpino,,French Guiana,735ES-98,2.97,2023-01-04 12:05:44.919271+00
3118,355,2018-04-28 00:00:00+00,496 Celaya Drive,Kingstown,,Spain,319AB-29,2.97,2023-01-04 12:05:44.920308+00
3119,370,2019-07-27 00:00:00+00,698 Otsu Street,Mit Ghamr,,Mexico,237IL-36,4.95,2023-01-04 12:05:44.921336+00
3120,442,2020-05-07 00:00:00+00,1952 Chatsworth Drive,Zeleznogorsk,,Puerto Rico,657TE-86,4.96,2023-01-04 12:05:44.922363+00
3121,312,2022-11-13 00:00:00+00,686 Donostia-San Sebastin Lane,Vicente Lpez,,Bangladesh,145ON-106,2.97,2023-01-04 12:05:44.923387+00
3122,251,2018-07-05 00:00:00+00,586 Tete Way,Tabuk,,United States,971DW-82,2.97,2023-01-04 12:05:44.924408+00
3123,464,2019-09-13 00:00:00+00,632 Usolje-Sibirskoje Parkway,South Hill,,Italy,709OY-56,2.97,2023-01-04 12:05:44.925422+00
3124,285,2018-01-15 00:00:00+00,125 Citt del Vaticano Boulevard,Oshawa,,Indonesia,863ON-25,8.92,2023-01-04 12:05:44.926427+00
3125,521,2019-03-02 00:00:00+00,1688 Nador Lane,Udaipur,,Brunei,483AR-60,2.97,2023-01-04 12:05:44.92743+00
3126,287,2018-03-19 00:00:00+00,984 Effon-Alaiye Avenue,Vinh,,Turkey,241EA-96,3.96,2023-01-04 12:05:44.929723+00
3127,323,2022-03-04 00:00:00+00,1736 Cavite Place,Juazeiro do Norte,,Japan,964AR-40,2.98,2023-01-04 12:05:44.931219+00
3128,403,2020-04-25 00:00:00+00,1416 San Juan Bautista Tuxtepec Avenue,Maikop,,Taiwan,677LM-11,1.98,2023-01-04 12:05:44.932641+00
3129,516,2022-01-17 00:00:00+00,114 Jalib al-Shuyukh Manor,South Hill,,Mozambique,656EL-68,1.98,2023-01-04 12:05:44.933764+00
3130,563,2020-12-08 00:00:00+00,1926 El Alto Avenue,Coquimbo,,India,1056AC-108,4.95,2023-01-04 12:05:44.934861+00
3131,351,2019-12-16 00:00:00+00,1002 Ahmadnagar Manor,Shenzhen,,China,365HA-25,2.97,2023-01-04 12:05:44.935924+00
3132,180,2018-10-13 00:00:00+00,1557 Ktahya Boulevard,Moscow,,Russian Federation,494RI-50,3.96,2023-01-04 12:05:44.936967+00
3133,313,2021-04-17 00:00:00+00,682 Junan Way,Ibirit,,Nigeria,165ON-58,1.98,2023-01-04 12:05:44.938003+00
3134,315,2022-02-19 00:00:00+00,1427 Tabuk Place,Probolinggo,,Nigeria,814IL-89,1.98,2023-01-04 12:05:44.93907+00
3135,185,2022-06-05 00:00:00+00,1176 Southend-on-Sea Manor,Syrakusa,,Argentina,038UN-86,2.97,2023-01-04 12:05:44.940113+00
3136,480,2020-05-13 00:00:00+00,226 Halifax Street,Cheju,,United States,219AU-24,5.94,2023-01-04 12:05:44.941151+00
3137,386,2018-10-31 00:00:00+00,1635 Kuwana Boulevard,Eskisehir,,Japan,766RI-37,0.99,2023-01-04 12:05:44.942155+00
3138,379,2018-04-23 00:00:00+00,786 Matsue Way,Hohhot,,Brazil,366RA-69,3.96,2023-01-04 12:05:44.943203+00
3139,265,2020-11-27 00:00:00+00,1574 Goinia Boulevard,Salzburg,,India,315LL-74,1.98,2023-01-04 12:05:44.945509+00
3140,345,2022-03-28 00:00:00+00,1888 Kabul Drive,Chapra,,Colombia,071EO-59,2.97,2023-01-04 12:05:44.94697+00
3141,396,2020-10-22 00:00:00+00,1294 Firozabad Drive,Buenaventura,,Indonesia,263MM-110,3.96,2023-01-04 12:05:44.948595+00
3142,233,2019-04-13 00:00:00+00,1427 Tabuk Place,Gaziantep,,Pakistan,748LM-86,1.98,2023-01-04 12:05:44.949764+00
3143,421,2018-12-16 00:00:00+00,195 Ilorin Street,So Leopoldo,,Germany,629OL-54,1.98,2023-01-04 12:05:44.95083+00
3144,285,2021-05-27 00:00:00+00,1778 Gijn Manor,Smolensk,,China,735OB-75,4.96,2023-01-04 12:05:44.951879+00
3145,425,2022-09-03 00:00:00+00,775 ostka Drive,Koriyama,,China,742ON-88,5.94,2023-01-04 12:05:44.952922+00
3146,303,2020-08-28 00:00:00+00,614 Denizli Parkway,Kanchrapara,,Japan,929AR-04,3.96,2023-01-04 12:05:44.953962+00
3147,366,2020-03-26 00:00:00+00,500 Lincoln Parkway,Kilis,,Philippines,255RI-41,1.98,2023-01-04 12:05:44.955003+00
3148,424,2018-08-20 00:00:00+00,734 Bchar Place,Memphis,,Philippines,182DW-74,2.97,2023-01-04 12:05:44.95603+00
3149,183,2018-10-04 00:00:00+00,140 Chiayi Parkway,Uruapan,,India,274AN-71,3.96,2023-01-04 12:05:44.95705+00
3150,162,2019-09-09 00:00:00+00,81 Hodeida Way,al-Ayn,,Canada,927AR-28,3.96,2023-01-04 12:05:44.958096+00
3151,403,2021-01-06 00:00:00+00,1542 Lubumbashi Boulevard,Baybay,,Turkey,319AB-29,2.98,2023-01-04 12:05:44.959181+00
3152,143,2021-09-12 00:00:00+00,746 Joliet Lane,Surakarta,,Colombia,069EO-80,3.96,2023-01-04 12:05:44.961169+00
3153,172,2018-10-21 00:00:00+00,1673 Tangail Drive,Baku,,Philippines,793OW-81,2.97,2023-01-04 12:05:44.962382+00
3154,366,2020-01-06 00:00:00+00,614 Pak Kret Street,Salamanca,,Japan,317IA-44,0.99,2023-01-04 12:05:44.964029+00
3155,591,2021-09-22 00:00:00+00,715 So Bernardo do Campo Lane,San Lorenzo,,Brazil,1066IL-25,3.96,2023-01-04 12:05:44.965392+00
3156,411,2020-09-19 00:00:00+00,751 Lima Loop,Tiefa,,Italy,078OB-26,2.97,2023-01-04 12:05:44.966464+00
3157,553,2021-09-12 00:00:00+00,1987 Coacalco de Berriozbal Loop,Dadu,,India,3310HI-86,2.97,2023-01-04 12:05:44.967543+00
3158,120,2019-08-02 00:00:00+00,569 Baicheng Lane,Kitwe,,Egypt,3210OA-52,2.98,2023-01-04 12:05:44.96858+00
3159,351,2022-06-21 00:00:00+00,166 Jinchang Street,Koriyama,,India,818IM-94,0.99,2023-01-04 12:05:44.969608+00
3160,556,2020-06-17 00:00:00+00,617 Klerksdorp Place,Abu Dhabi,,Nigeria,908AR-20,1.98,2023-01-04 12:05:44.970632+00
3161,578,2021-11-14 00:00:00+00,456 Escobar Way,Hodeida,,United States,119EN-59,4.95,2023-01-04 12:05:44.971688+00
3162,416,2018-09-09 00:00:00+00,765 Southampton Drive,Shivapuri,,Iran,607HR-86,1.98,2023-01-04 12:05:44.972715+00
3163,114,2019-03-06 00:00:00+00,741 Ambattur Manor,Lincoln,,Iran,366RA-69,3.96,2023-01-04 12:05:44.973739+00
3164,195,2018-01-01 00:00:00+00,60 Poos de Caldas Street,Okara,,United States,860UI-57,2.97,2023-01-04 12:05:44.974759+00
3165,490,2021-07-11 00:00:00+00,1443 Mardan Street,Atlixco,,Venezuela,993ES-56,3.96,2023-01-04 12:05:44.976983+00
3166,478,2020-02-19 00:00:00+00,544 Malm Parkway,Tanza,,Netherlands,326AT-88,1.98,2023-01-04 12:05:44.978111+00
3167,217,2021-07-20 00:00:00+00,1309 Weifang Street,Augusta-Richmond County,,Spain,1066IL-25,2.97,2023-01-04 12:05:44.979176+00
